content,label,rating
"I live close to Harrison Park and I usually find myself wandering over here when the sun comes out as I have no back garden. It   It's a pretty community area, in the middle of a residential area, just off the canal but is quiet and peaceful and well maintained. It is a huge space - not on the same scale as The Meadows. This is probably why I like it as I find The Meadows huge but also pretty crowded on sunny days when I just want to sprawl out and have my own space. There are two large sections, separated by a path and some tree's and a kids play park.  The pack is used by runners, mum's with kids, sunbathers and dog walkers and it is easy enough to find your own little space with no one overlapping. Tree's around the side of the park provide shade on sunny days, but lots of open sunny spots.  Margiotta's is just along the road and perfect for picking up supplies on sunny days.  So Harrison Park, I salute you as my 'outdoor office' and saviour on sunny days :-)",1,1
"Eased my fear of crowds at concerts, I am not a big concert goer but we had tickets last week and I risked it. Turns out it was really nice, there is a patio to escape (if needed), restrooms are close and not much of a line, 3 different bar areas, and just a generally good vibe. I would absolutely go to another concert at this venue.",1,1
This is a restaurant and entertainment venue. They are known for their fried chicken so of course I tried it. I am not really a lover of fried chicken but I thought theirs was pretty tasty. The batter was a little salty for me but it fries up nice and crispy and they recommend a honey sauce that mutes the saltiness a bit. I also got the side orders of mashed potatoes and the collard greens which were good as well.  They have bowling lanes both downstairs and upstairs and a stage for performances each night. From what I gathered some performances are free and others have an added charge.,1,1
"Items Selected: The Classic - Tomato, Fresh Mozzarella, Basil The Theresa - Butternut Squash, Mushrooms, Roasted Garlic Basket of Smoked BBQ Wings Fried Chicken Platter - 8 Mixed Mac & Cheese - Baked with Bread Crumbs Veggie Buster - Roasted Butternut Squash, Mushrooms, Red Peppers, Artichokes, Eggplant, Olive, Arugula, Mozzarella, Tomatoes, Vinaigrette Bourbon Street Shake with Nutella and Bourbon Chocolate Chip Bread Pudding with Vanilla Ice Cream and Hot Fudge Chocolate Frosted Cupcakes  Knowing full well that testing a restaurant during its early days is always a risky proposition the visit from three friends, all music fans and two vegetarians, made Brooklyn Bowl an irresistible destination for Saturday Night; a night not without mistakes - but not a single one of them involving the food.  Over 80,000 square feet and opening nearly 20 minutes late as staff scrambled and soundcheck overran it must be said that the new Linq locale is beautiful, the dining area, stage, and lanes all up a gleaming escalator and with clever bowling-hip décor used to divide but not occlude each area from the next both the energy and the volume were high, even with the lanes not opened for ""unexpected"" reasons.  Settling into our seats, five of us in total, and provided the Blue Ribbon crafted menu service was decidedly rough around the edges - dishes misdescribed, crib notes clearly used, tickets incorrect, and delays plus dropped plates common - but with grace and humor plus a good environment most was forgivable...at least for now.  Moving on to food and beverage, a total of four beers and two milkshakes complimented six plates plus two desserts and with the Bourbon Street Shake and Cookie Dough disguised as French Toast ""bread pudding"" shining brightly amongst the sweets it was the savories that all wowed; 'bar' or 'bowling-alley' food only in spirit.  Beginning first with toasty pizzas featuring immaculate produce over thick toasted bread and moving on to smoked chicken wings so moist as to fall off the bone without a hint of grease it was what followed that most diners will come for, and with good reason.  Considered by some to be the ""best"" fried chicken they've ever tasted an 8 piece mixed plate was ordered and delivered alongside breadcrumb crusted macaroni that could certainly generate similar praise the matzo-crusted, brined bird truly was remarkable - just enough spice and salinity in the golden coat plus a chicharone-esque crunch to each bite bringing the quality of the moist bird to the fore. Already running an impressive kitchen in a venue primed to make a big impact in the local music scene it should only be assumed that service and timing will improve and while the 'best' debates will surely continue I know for a fact this was not my last visit to Brooklyn Bowl - gutter-balls and Black Label Society followed by a Banana Split and Molten Chocolate Brownie anyone?",1,1
"I really like how spacious the place is, and free water! And it's so close to the Linq and the roller! Also it's pretty cool how it has concerts and has a bowling alley!",1,1
"First time eating at the Brooklyn Bowl with my family. We went during the daytime after getting off the High Roller. I've been wanting to go to this place so I had very high expectations. To make a long story short, BB lived up to the hype. Great ambience, great food and great staff. They made a mistake with my son's meal and quickly fixed it. We enjoyed everything we ordered. I had the fried chicken and although it is not  your greasy flavored filled fried chicken, it was very good. I can't wait to come here again.  My only complaint is that most of their tables are hightops, which are not kid friendly. Other than that BB gets two thumbs up.",1,1
This is the prime spot for concerts for locals. They have the best bands and a variety like no other venue in town. Free valet parking under the high roller. Happy hour specials from 5pm-7pm. You can even purchase a lane for bowling during a concert for a low food and beverage minimum. Best seat in the house.  And the only place to get gluten free fried chicken in town!!  Check it out!,1,1
"During a recent trip to Vegas I ended up visiting BB a couple of times. The first time we stopped in it was just after 6pm. The place was pretty empty which made me a little nervous but we decided to stick around. We sat in the restaurant area near one of the bars.   I ordered the cajun catfish with mashed potatoes and collard greens. The catfish was blackened with minimal cajun spices. It wasn't really spicy but it was decent. It's always a gamble when ordering seafood at restaurants that aren't known for their fresh fish but I was happy with my entree. The fish was fresh and most importantly they didn't burn it. The mashed potatoes and greens were excellent as well. The food definitely wasn't typical ""bar food."" It was much better than I expected. My sister ordered the pulled pork. She enjoyed her food as well. We both ordered the rum punch to drink. That was excellent as well.   The service was great... the staff was really friendly. Our waitress even let me charge my phone at the bar. While we were there we found out that they were going to have live music later that evening so we decided to return after 9pm.  We ended up seeking this band from France called Caravan Palace. The place wasn't filled to capacity but it was a good size crowd. We ended up near the front of the stage off the the side with a near perfect view. We had a few drinks and just enjoyed the music. It was nice and relaxing. We enjoyed it so much that we ended up going back to BB to catch the Prince tribute they had a few days later.   The place doesn't seem to do as much business as one would expect and that's a shame. It's a really spacious venue perfect for parties or a simple night out on the town. Check out their show schedule and do yourself a favor by stopping in.",1,1
"This place is really cool.  I actually didn't know what it was and has passed it several times before.  It is a really large concert venue and bowling alley with a patio area which was cool for smokers.  I didn't get any food or drinks, but drink are drinks.  They have a live band and a lot of people dancing and having a good time.  Cool decor and atmosphere.",1,1
"This place has FANTASTIC FOOD! Their flatbreads are enough to feed two and are just to die for. When we entered the restaurant, service was great. The hostess was very welcoming, asked if we wanted to see the menu and that sat us right away.   The service was a tad bit slow when it came to our server. That is why I'm going to give it 4 stars. I know it's a new establishment so i'm almost confident they will fix their issues here and there. He did apologize and was SO KIND. We were very happy with his service. It is also a little tight and a little loud in there, so nothing romantic or intimate in this restaurant!",1,1
"I've been to Brooklyn Bowl on several occasions, and I must say, it's a cool joint! When I first heard about it, I wasn't sure how they would fit dining, bowling, and a music venue all in one, but they do it so well! I had the amazing privilege to see Bonobo there live a few months back. Hands down one of the best shows ever! Drink prices weren't too terrible. They even have cider which is a fave of mine. I've tried their fried chicken and their french bread pizzas and they both do not disappoint. If you're looking for a good spot to enjoy good food, entertainment and all around good vibes, you definitely need to make your way to Brooklyn Bowl.",1,1
Brooklyn Bowl is a great venue for concerts !! Second time here to see Blue October and the system is great with awesome lighting and you could see them from everywhere !! Little pricey on the drinks !! We have eaten here a couple times but really enjoy the concert venue!!,1,1
"We had a great time and amazing food here while in Vegas. There is a gluten-free memeber in our group.  Finding items for her to eat can be difficult.  We saw gluten-free fried chicken for her and it was wonderful.   My husband ordered a hamburger that he enjoyed. I loved their wedge salid, yum.. The staff was very attentive and friendly.   Great job all!",1,1
"Venue, bar, and fried chicken. Nothing else to really say. Wait, Yelp is saying this review is too short. There's also bowling here in this great non-vegas atmosphere.",1,1
"Went to see Cake on our anniversary. It's a pretty nice venue, not my favorite in town but nice none the less.  Park at The Linq parking lot, it's a short walk away to The BB and  lots of shops and restaurants. We didn't eat or bowl while inside but we did drink, nice selection of booze but the prices are steep. Our concert tickets were a bit pricey too, compared to other shows we've been to in town. The sound was good, no complaints, it wasn't over crowded, even on the floor. I think the floor is a bit small but it's nice to be able to actually see who is singing. There are only a few tables with chairs, so expect to stand. The floor is flat, so you will have an obstructed view if you are short.  It's a cool place, lots of great shows are scheduled. I will definitely go back!",1,1
"I had the chance to experience a night out at the original ""Brooklyn Bowl"", the one actually in Brooklyn two years ago and I was blown away by the place. So, on this trip to Vegas, when I learned that they had recently opened one here, I couldn't pass the chance to try it!  It was a great idea! I think they did a wonderful job in capturing the spirit of the original. Same kind of industrial look, same concept of open spaces with bars, restaurant and bowling alleys all open to a stage area where great bans appears nightly. The owners have such great skill at finding great bands that I don't even need to know who is going to play, I know it's going to be good and I will have a great night!  I sat at the restaurant just before the set and had a great table from where I can see the band. The food was good and tasty, the wine choice was a great match and the band was great.  After dinner, I continue to wander a bit around the see the place and enjoy the band and then realized that there is a second floor! Yes, the place is much bigger than the original one with a full  second floor (often labeled as VIP or reserved for private event). The second floor have a large opening over the part where the band is playing but have another full set of bowling lanes, a bar area and a private lounge.  The location is prime in Las Vegas just next to the Flamingo and across from the Mirage. It is located in a strip of shops called the ""Linq"" so you can't miss it, just head towards the largest ""observation wheel"" you ever saw!",1,1
Great place to watch a concert. We rented a lane which allowed 8 people and had a food and beverage. Had an awesome time!!! Staff was awesome!!! We definitely recommend!!!,1,1
"This is a really interesting venue.  You can bowl, eat some pretty good food, drink cocktails and hear a live band all at the same time.  Tonight's headliner was Milky Chance. The floor space is always GA with no seating.  It's standing only.   There are carnival posters on the exposed brick walls and the lighting is dim and funky.  It's a big place. There was a Tarot card reader there tonight but she announced she was leaving at 8:30pm sharp.  Guess it wasn't in the cards?   The food offerings consisted of 3 different types of chicken wings, 3 different types of sliders, French bread pizzas, Voss water, salads, couscous etc. I'd give the food three stars. An extra star for the intriguing space.  You can also purchase tickets nearby for the High Roller Ferris wheel.   Adults tickets are $24!  The ride takes 45 minutes and each car seats 12 people.",1,1
"While this place has both a bowling alley and a restaurant, this review is in regard to it as a concert venue. There is a lot to like, but there are some highly annoying issues that really take away from the experience of this place. Taking everything together, I really think the appropriate rating would be 3.5 stars, but I decided to round up given the potential of the venue.  As a birthday gift for my girlfriend, I bought tickets for an Erykah Badu concert at Brooklyn Bowl. Hoping to make the evening special, I purchased VIP tickets for us. I would expect that the VIP experience would begin at the entrance but instead we encountered a long wait in the will call line. Then, after finally getting our wristbands, we received no guidance to the VIP area. After asking about this and getting some vague directions from a staff member, we made our way upstairs to enter what we thought was the VIP area only to be informed that our VIP status didn't enable us entry to that particular area.  To help others avoid the same confusion, here's a description of what the VIP package actually entails at Brooklyn Bowl. Firstly, this information should have been clearly described on the Ticketfly ticketing site and the Brooklyn Bowl site as well, but sadly it was not. For clarification, there are downstairs and upstairs bowling alleys (with seating and standing room) to the left side of the stage and general admission concert area. The downstairs alley was closed for bowling and was the designated VIP area. VIP ticket holders could also access the upstairs bar, lounge, terrace and bathrooms. (TIP: use the upstairs bar as it is faster than the VIP bar downstairs.) The upstairs bowling alley area as well as the seating areas around the upstairs balcony (overlooking the GA area and stage) required additional admission privileges. VIP ticket holders could occupy the standing area upstairs behind the seating area, but the stage wasn't really visible when there were people standing in the seating area.  The downstairs VIP area is actually quite spacious with plenty of tables to place your drink. The tables are designed to look like audio road storage cases, which I thought was a nice touch. There are several couches too, but as the amount of VIP ticket holders outstripped the seating capacity by a lot, sitting was not an option. This wasn't really an issue though. Note that the side view of the stage from the VIP area is actually quite good and we were able to secure a spot fairly close to the stage. Moreover, we could float around and checkout the upstairs lounge without fear of not having a good view when we returned. The concert was also projected on all the large screens hanging over the bowling lanes, so, again, the view was amazing.  In general I really liked the venue. It's new and has a very modern, clean design. In addition to VIP amenities, there were also multiple bars in the GA concert area. Speaking of, it was a welcome surprise to finally find a bar that could actually make an Old Fashioned. It was far from being great, but a mediocre one is better than none. Plus, they could even make a Dark 'N Stormy! (Maybe I'm spoiled from life in the Bay Area, but I have had so many failed attempts at ordering this drink on recent trips to Reno and Vegas. Since when is jagermeister an ingredient?) That said, the bartenders were a little loose with the ice; I thought we were facing a drought. Also, there was some suspicious variable pricing: we ordered the same pair of drinks a second time and the price went up by $6! All complaints aside, though, I really did enjoy my evening watching Erykah Badu in concert. The DJ even continued to play some good music for dancing after the crowds had dispersed from the main floor.  I'll end this review with a few recommended improvements for the venue. * Provide clarity about what the VIP package includes. There was suspiciously lacking information on both the venue and ticket seller sites. * Include mobile ticketing options to speed up entry to the venue. * The VIP experience should start at the entrance: at the very least, give some guidance to where the VIP area is located.",1,1
"We walked in this place on a Saturday night around midnight and it was dead... I wondered why because it looked like a REALLY cool place, especially to see a show! They had some great bands coming up on the calendar too!   This retro, Coney Island, carnival themed venue was super cool. A unique place complete with 32 lanes of bowling! Come see a show while you knock down a few pins! The stage and floor were huge. General admission is SRO! Definitely enough room to get down though! The vintage carnival banners hung on the walls were awesome and fun to check out too.  All ages, everyday until 8 pm, so the kiddos can check out this amazing place also. I heard they have outstanding food too as they partnered with Blue Ribbon to create the menu! But alas, it was pretty late when we decided to check this place out, so we didn't get to try any.  I really liked this place. Located at ""The Linq"" - Parking was abundant. We'll have to plan a trip back to Vegas and check out a show here for sure!",1,1
"I love Brooklyn bowl, it is like a bar, game room, concert venue and bowling alley. I love the decor ion entry, but if you don't pay attention you can walk right by it. I made the mistake of thinking that it is inside the Linq, but it is within the Linq shopping area surrounding the casino and the high rollers.   I love that they have huge tv screens at the end of each lane, and comfortable sitting chairs to sit in and wait for your turn. We ordered blue ribbon small chicken bites and they were seasoned to perfection. We also ordered yummy potato tots, French fries, beer.   Our server was amazing and very attentive our entire visit here. Lucky we came on a night were they had a live band performing, so we enjoyed the show while bowling.",1,1
"Couldn't help not to stumble into their bright theatre-style lights on our way to the High Rollers, so afterwards, had the craving for a sweet tooth, and surprisingly, that Cupcake/Ice cream place closed by midnite, c'mon it's Vegas lol.  But glad it did b/c decided to check out the dessert menu, looked promising with the chocolate chip bread pudding or banana split but server gave the slight edge to the former.    Not just deleesh bc of the sweetness, which really didn't look that bad, just chocolate sauce, but the texture of the bread pudding was just right; a light crunch, amazingly not too soggy given how the vanilla ice cream melted right away.  Recommend for sure.  Overall, it's a nicer higher-end casual place, esp. for a bowling joint; also a good place to have some drinks too.  Like the grand entrance up the escalators, high ceilings and really, an overabundance of workers, must've dealt with about 6 different staff by the time it was said and done lol.",1,1
"Fantastic new venue at the Linq.   The staff is friendly, attentive and make sure you are happy.  The bowling is awesome. They bring you your shoes and Ball. Couches to relax and a server brings you your drinks.  Plenty of seating thruout the venue. The concert area is big and well thought out.  Looking forward to returning.  You guys Rock",1,1
"Came here for a few beers and sat at a cute little girls table named Alexandria. Great Service, Great atmosphere! Def coming back to bowl next time",1,1
"RockNRoll + Fried Chicken + Bowling  Great place for a night out with friends/family.  The food is great!  Make sure to try the fried chicken... That's what they're known for after all.    The restaurant and bar is good.  Most of the servers are there to make money, so they're always hustlin to take drink and/or food orders.  But make sure you speak up because the music is quite loud at times.    A big plus for the clean and well kept restrooms.  When you think of restroom and rock'n roll, you would think of rat infested run down stalls with graffiti and crap stains on the wall... but not here.    Side note:  It will be a pricey evening if you decide to come to Brooklyn Bowl... but who cares when you're having fun, right?   Regardless, have fun and be merry!",1,1
Awesome venue. A little small if I'm being honest for concerts where there's definitely going to be a big turn out but still a great spot. They have everything here and the atmosphere is great. Loved it. Saw the used here last night and it was amazing.,1,1
"If you like fried chicken and fries this is definitely the place to go!  It has a sports bar vibe and the main attraction besides the fried chicken is the bowling alley.  I love the upbeat vibe and it's a nice alternative to a bar where you have to fight for seats, and a definite upgrade from a classic american restaurant such as Applebee's.    It is within minutes of the High Roller, so if you're in the area definitely check it out! Plenty of parking at the lot as well.",1,1
"Went here opening weekend. What an amazing time we had. Live music, bowling, and great food and drinks. The decor is cool, the space is huge, and the staff was friendly and very attentive. Our server in the lanes, Tina, did a great job making sure our drinks were never empty and was on her A-game when it came to getting our very (extremely) complicated order right.   Great energy, great experience, and certainly a place I plan on frequenting in the future.   Perfect new weekend spot that everyone should check out.",1,1
"Great location and venue, we saw a live band there, staff is very very nice, attentive and helpful. Next time I will try their food as well.",1,1
"Really great place for a concert. The sound is always superb no matter the music and I like the general admission layout. You can upgrade to get a lane and bowl during events, an option I haven't tried yet but I would like to do so. They get you in fairly quickly and once you have a wrist band you can come in and out of the concert/bowling area very easily. There are two bar areas, one much larger than the other but the staff gets you your drinks pretty quick. I have yet to dine here but definitely another reason to come back soon. Just another great addition to the Linq!!",1,1
Best place to watch a concert in Vegas... by far! Food and customer service was exceptional!,1,1
"This venue is legit! Seriously! I love it! The fact that there is a bowling venue that offers amazing ""non bar food"" and bands : concerts love is huge for me! I have staff that deserves staff outings and incentives and this is the place to take them! Although it's a little spendy it is a fun time! Not the under 18 family venue you might want, but definitely a fun one!!",1,1
"Been to 3 concerts here and once just to hang out at the bar, but I still haven't been bowling here yet. I'd have to say that my experiences here have depended on the crowd of the band playing. If it's a large crowd, the entire concert area is packed and it's pretty hard to see anything. If you get there early enough, you can get a pretty good spot to see the stage. the drinks are relatively standard here and priced similar to other bars on the strip. Also we had the chicken n tots, which were pretty good. They usually have a VIP section on the side or on the balcony if you want to pay more for space and service. Otherwise, it's a great place to hang out and have a good time.",1,1
"We saw Phantogram tonight. This was my second time at Brooklyn Bowl, and my first legit show there.   Pros: Plenty of diverse standing room. If you are a shorty, you may actually get to see the drummer. The lighting was great. It was similar to the tribute show I saw before. It was perfect for the small-ish venue. It made the show feel at once more intimate and exciting.   Cons: The sound was iffy. The bass was solid, but at times was allowed to overwhelm the already effects laden vocals.   There are two bars, which is good news for thirsty folks. The lanes are adorable. I believe you can rent one for the night for around $400? But don't quote me on that.",1,1
"If you're ever around the Linq, or in Vegas, you must have their Fried Chicken. It is so good. My in-laws were in town from Louisiana,  and my mother in law could not believe how good the Fried Chicken is. She said that she would fly to Vegas just to have the fried chicken.  We also had the hummus and it is so tasty.  She loves hummus, and described it as being made just right and smooth.  I've been here a few times and every time I've been there, anything ordered has been so good. You can't go wrong with anything you order",1,1
Came here for a corporate event in which the sponsored company rented out the entire facility; so I have a little bit different viewpoint of the establishment.  These guys get great named musical acts and have very good food and tons of atmosphere!  Plenty of bars where you are not waiting too terribly long to be served.  All of the employees seemed very nice.  Definitely plan to come back the next time I'm in Vegas.,1,1
"This is the second time I have been here.  This time i took my kids with me.   It was happy hour when we arrived. All drinks and appetizers are at 50% off. The pitcher of prozen margarita came out to $20, cool!  We ordered their famous fried chicken (12 pcs of dark meat) which came with bread and honey. I also ordered the roasted adobo corn which is super delish!   Their staff is very friendly and attentive.  When you are in Vegas make sure to pass by this place and eat here. You won't regret it.",1,1
Ordered rings from here that needed to be sized. Turn around time is typically 3 weeks but they had them back in less than 2. Awesome because we had them in time for our photo shoot. Props to you jewelry section at Walmart!,1,1
"All 5 stars go to Jason in the firearms department, and Sue the assistant manager. They were both a delight to be around, and Jason kept us entertained throughout the firearm purchasing process. This store is also very clean!! This might be the only Walmart I can bear to go to.",1,1
"I had to get a new tire for my car and had three kids waiting along with me. The auto repair guys called me twice, first to inform me that the tire was not fixable. The next time was 20 minutes later to inform me that my car was done. Thanks. It's so hard to wait with hungry kids for anything really. Knowing my wait time exceeded our eating time was great!",1,1
The new pharmacy manager is EXCELLENT!  She has her team in line and gets stuff done quick!  Even though the pharmacy is busy.....we get our prescriptions quick and she is ALWAYS SMILING!  I will tell all of my friends to transfer to Walmart Pharmacy on Baseline & Greenfield!!,1,1
"I just want to give a big shout out to the lady that works in the garden center, she was so patient and very understanding! she was absolutely amazing we need more of her in this world so thank you Walmart I absolutely love this store and will continue to come back! You guys have amazing customer service always",1,1
"On my way to a recent doctor's appointment I decided to stop by this Starbucks location for a morning espresso. The reviews were pretty dismal, so I wasn't expecting much. It turned out, however, that my experience was pretty good. I may even come back if I'm in the area.   The parking situation is a little tough, with just one small lot that the entire plaza shares. I was lucky enough to get in early enough before the morning rush came in. The seating inside is full of character and the interior layout is unique. I found that to be nice, despite the small size.   As far as the staff, they looked overwhelmingly busy. The drive thru was slammed and they were also trying to stock the shelves as well. My service wasn't bad by any means, I adjusted my expectations before entering. And my drink was correct, which is most important.   In the end, this location is likely too small for the neighborhood it serves. The seating may not be enough inside either. But outside of those problems, I found this to be a decent place.",1,1
"It's Starbucks.   At this particular location though, if the drive through is busy, just go inside... It'll be quicker, I promise.",1,1
"The map makes it difficult to tell, but this is almost certainly the main Starbucks at the Desert Ridge Mall.  As it happens there is also a Starbucks inside the Albertson's at one end of the mall and there are Starbucks beverages to be found inside the Barnes & Noble, but the proper Starbucks is easily found toward the movie theater end of the place.  That said, the place is fine.  It's small and slightly cramped, but if you go to that mall during the day when the crowds are small then it's a decent little spot.  Given that it's located in the food-court-like area of the outdoor mall, the seating possibilities are vast, even though the interior is a bit cramped.  The people were always nice, as usual.  A cold Starbucks bev on a hot Phoenix summer day was not a bad way to go.",1,1
"Most Starbuck are pretty much the same. All have the same menu for the most part. The difference between them rely on the location on the way the seating is set up.  Pros: Big parking lot, good use of space available without feeling crammed, 3 lounge chairs with counter for drinks. Unlimited use of wifi, right off the 101, outside seating  Cons: Expensive lunch ( if you plan on grabbing food, do it before), only two decent size table for workspace, Hard to see the location off Tatum ( this is probably more cuz of city/ complex rules with marking the building with a sign). The parking is hard to find. I got lucky finding the only spot right up front.   Overall: All Starbucks are pretty much the same, this location is conveniently off the freeway, however lack of multi use tables for laptop work is a slight bummer. So I give it a four stars. They did however have great customer service. They did a pour-over for my favorite blend Blonde Roast.",1,1
Very happy with my experience here. Ordered three drinks and had them all done accurately. Friendly employees.,1,1
"Recently renovated, very clean, and many places to sit inside. Very friendly, one lady took the initiative and patience to hear what I was looking for and offered suggestions. Followed by explaining if i didn't like it, they'd remake it. I'll be coming back!",1,1
"Aces!  No complaints good or bad.  Usually pretty busy inside like most Starbucks, as far as seating.",1,1
"THIS STARBUCKS IS SO MUCH BETTER THAN THE ONE ON TATUM NEAR WALGREENS!  I now will park, get out of my car and walk to get my morning coffee. The employees here are so nice and represent that typical Starbucks employee so much better. It is clean and they are quick! They don't mess up my order every other time either.  I also like to come here to sit outside and enjoy my coffee, lots of outdoor seating available here.",1,1
I'm a regular at this Starbucks.  What makes the difference is the employee's and the personalized attention you get coming in.  I come everyday and it is home.,1,1
"I love this location. The atmosphere here is a great way to start your day if you're not a morning person. A lot of people, high energy and quick service.",1,1
They always make a great white chocolate mocha but the drive thru can be a little slow.,1,1
Easy to find. Outside seats are available. This particular location gets super busy though and is not that big inside so prepare to wait in small tight spaces in line to order/get your order. The employees are nice and friendly but do work slow especially on busy days. The bathroom is clean but not that big.,1,1
Nice Starbucks location in the Desert Ridge Mall it is tiny but they do have La Boulange available.,1,1
I absolutely love this Starbucks location! I come here almost every morning. The drive through can be a little long at times but inside is never a long wait. The workers are so nice and outgoing! Love this place! Easy 5 stars!,1,1
"We regularly go to this Starbucks and the staff is great. But special recognition due today as they are one of the few Starbucks nearby open for Christmas- so they are swamped. Lots of nice people in holiday spirit but also the Scrooges - those with no patience, mumbling, grumbling, jumping the long lines with whole families by mobile ordering once in line and generally being pushy.  Guess they had coal in their stockings this morning.  But the Starbucks staff are dealing in a friendly way with all the chaos. May they all have fabulous surprises during the holiday.",1,1
Come here every morning and have never had a bad experience. Awesome baristas that have been there for a while and are anyways in a good mood. Great way to start the day!,1,1
"The most amazing people, the most amazing location.  I couldn't be happier to have a Starbucks like them!",1,1
"Favorite Starbucks ever!! Every worker is fast, friendly, and knows what they are doing!",1,1
"this is a great starbucks. I drive through at least 3 times a week always get great service. also a great place to sit and do homework, great people, great coffee :) near desert ridge!",1,1
"By far the BEST Starbucks I've ever been to. I've been everywhere and what made this one stand out is the staff, no name tags but we were here at 5:56pm on Saturday Oct 11, 2 guys and a girl. Funny, interactive and went above and beyond for my fiance who can be a Starbucks snob sometimes. Great crew!",1,1
"I have never had any problems at this particular location. Have gone a few times a week for about 2 years and they were always polite, fast and got my order correct.",1,1
Drive-thru is rather quick at 5:30am in the morning and the barista was quite cheery for such an early hour -- completely different experience that the inside for a past few visits.  Just goes to show that a good experienced barista can make all the difference in the world!  Will Drive-thru again soon!,1,1
"First, I would recommend knowing the right time(s) to come here. I've been here approximately once every week for about 5 months now, and I highly suggest coming during a weekday lunch. For those who do want the weekend brunch thing but do not want to endure the wait, call ahead and get takeout. I'd say sacrificing the dining experience in this regard is well worth the good food.  Now Mickie's is straight up no fuss breakfast food, and that is a philosophy that champions well. On a given day, I am by no means a ""fancy"" breakfast food person, so I welcome Mickie's philosophy with open arms. The essential Mickie's item that is a must try is of course their scrambler, which is a heaping omelette on top of a heaping pile of the most fluffy, buttermilk potatoes (yanks) you will ever eat. Oh, and it comes with a mountain of gravy and toast as well. The scrambler is definitely a multi-meal endeavor, and for $7-8, it is definitely worth the price. Pancakes are also a good choice, but keep in mind these aren't the traditional stack you would get at an i-Hop. These are gargantuan in diameter and are more dense than what you would normally expect. For $6, this is again a multi-meal endeavor. You can get tired of it quick though, so I personally recommend the more savory items.   Now there will be customers who see the food here as too generic and too simple, but keep in mind that it is not execute simple things easily, especially when it comes to food, so take these criticisms with a grain of salt, and realize that after all is said and done, Mickie's is one of the best places in town.",1,1
"Mickey's dairy barn has the best hangover brunch food.  It comes in huge portions and is so delicious, especially the scrambler.  They have a big menu with decent prices, the prices are especially good if you go for lunch and get a burger.  This place is always packed for brunch, especially on football game days.",1,1
"Hefty! Hefty! Hefty! Portions that is.  If you're looking for yummy, cheap food in massive quantities, look no further. Mickies is the place to be.  The pancakes are monstrous!! But they are truthfully delicious. In fact I've been engaging in a scandalous love affair with their chocolate chip pancakes...(and sometimes, though less often, their strawberry pancake)...for the past few months. The relationship is a tough one that's cost me normal blood sugar levels and more importantly, friendships. Eating off the plate of my dear comrades who had themselves ordered the pancake has ultimately led to bitter disputes that never end smoothly. Ah well, the contentment I extract from each forkful of syrup-drenched, melty-chocolate-chip-covered pancake makes up for all the troubles.   On a more savory note, the corned beef hash is also quite fantastic. Get it alongside 2 sunny up eggs and rye toast and badda-bing, badda-bomb, you've got one killer breakfast for yourself.   One of my other go-to orders is the steak and eggs with hash browns and onions. Wowza! Now I know I wasn't exactly around in the '50s or nothin, but talk about old school diner food done wayyyy right.    Basically, Mickies nails it all. Everything they serve up has got yum written all over it. Be here or be square.",1,1
"My husband and I decided to Mickies and took the other reviews here in account when we arrived. We went early on a weekday because it is very small and does get easily crowded, so this was a good time to come. We brought cash since credit cards are not accepted (also please note, the ATM next door at Hotel Red does not work very well, so don't rely on it). My husband ordered the griddle cakes, I ordered the banana nut pancakes, and we shared the yanks with cheddar cheese on top. Neither of us were able to finish our food (this is very very rare for my husband!!). We could only eat one pancake each because they are very dense and cover a full sized dinner plate. We also had coffee which is bottomless and nice and dark just the way I like it.  Our server was very friendly and visited our table often to make sure we were doing ok. It is important to keep in mind that this place is not glamorous by any means, but has a nice homey divey retro charm. The food is decent and very generously portioned which I appreciate. We actually ended up eating our left over pancakes for dinner with some sausage, so we literally lived off our breakfast for a day! Awesome. :D We will definitely be coming back and I would like to try something different each time. I saw on my way out that they also have coffee cake and cinnamon buns which sounds enticing.  If you're looking for a relaxed atmosphere to eat comfort food with a few good friends on the cheap, this is a good place to check out.",1,1
"Went here on March 24 in the morning. Had the blueberry coffee cake, blue berry pancakes and a scramble with gravy. Portions are super big. Would definitely recommend going there. Best blueberry coffee cake with lots of blueberries",1,1
"Old school diner that is usually busy.  If you want a milkshake for breakfast, this is the place.  I've always had friendly and quick service.  Huge portion sizes to fill you up for most of the day.",1,1
"I'm from back east and this place was suggested by some locals. The scrambler was epic deliciousness. My kids had the chocolate chip pancake (HUGE) and scrambled eggs with ham. My picky eaters devoured that food. The portions were huge so we have enough for lunch. Also, milkshakes with breakfast. I officially feel like I'm on vacation! Next time I'm in Wisconsin, I'll be stopping here. The staff is amazing, atmosphere is awesome. We need a place like this in my hometown!",1,1
"Restaurants should be judged against what they're trying to do, not against Tavern on the Green in NYC no matter what restaurant it is.  This is a breakfast place in a college town.  It's a ton of food for very little money, and the perfect cure for a hangover.  If you're looking for haute cuisine, this ain't it.  The pancakes are overwhelming in size and portion, the scramblers are famous, and any meal there can feed two over-30 adults.  Great malts, great 50s diner atmosphere, and long lines on weekend mornings.  Enjoy.",1,1
Huge portions and cheap prices.  Cash only but an ATM is inside ... really?  The one star ding is for not accepting digital transactions.,1,1
